106358,7
106361,2
106364,5
106368,0
106369,7
106377,2
106380,1
106389,5
106396,8
106406,7
106410,9
106415,0
106422,5
106441,5
106443,2
106446,3
106450,3
106451,6
106455,8
106456,3
106457,6
106463,2
106466,6
106471,5
106472,3
106476,9
106478,5
106479,2
106494,5
106495,8
106498,8
106500,7
106502,7
106503,6
106511,3
106512,5
106514,5
106522,6
106526,1
106533,1
106538,0
106539,7
106540,7
106543,5
106545,3
106546,5
106548,9
106549,3
106554,3
106556,3
106563,2
106564,1
106571,3
106580,0
106581,5
106585,6
106587,3
106589,8
106595,9
106597,0
106598,7
106599,6
106601,9
106602,0
106605,3
106610,8
106612,0
106613,8
106615,9
106620,5
106631,2
106632,8
106633,3
106638,9
106651,3
106654,5
106656,8
106660,6
106672,7
106673,8
106676,2
106680,2
106684,3
106692,8
106694,7
106698,0
106708,2
106711,2
106714,8
106720,3
106724,1
106727,6
106728,2
106738,5
106742,0
106744,8
106757,3
106761,3
106763,1
106765,5
106770,8
106773,5
106774,6
106789,2
106790,6
106798,3
106803,9
106812,8
106814,4
106826,8
106829,6
106834,6
106835,0
106838,3
106843,8
106845,8
106847,5
106848,1
106854,6
106858,2
106863,5
106870,0
106874,0
106877,0
106883,3
106884,8
106886,5
106894,8
106898,0
106899,5
106905,8
106908,5
106909,1
106913,5
106914,5
106919,0
106928,5
106929,3
106931,3
106933,0
106937,6
106939,5
106941,5
106942,5
106951,5
106955,1
106958,9
106959,9
106963,7
106967,2
106971,2
106986,0
106993,7
106999,7
107007,5
107010,2
107011,2
107013,3
107016,2
107017,3
107023,7
107029,9
107030,7
107033,7
107039,2
107043,5
107049,1
107067,6
107079,5
107080,0
107084,6
107094,5
107095,0
107108,2
107109,7
107111,7
107115,6
107120,5
107139,2
107141,1
107143,8
107144,1
107154,5
107155,0
107158,3
107159,7
107162,3
107166,3
107167,2
107168,3
107169,3
107172,3
107174,8
107177,0
107179,8
107185,8
107189,2
107190,7
107191,3
107199,0
107200,3
107201,0
107205,5
107208,2
107209,5
107213,0
107214,3
107217,5
107219,7
107221,5
107224,0
107225,0
107227,3
107229,3
107231,3
107234,5
107235,8
107241,5
107245,6
107255,6
107257,7
107258,6
107259,1
107267,6
107278,0
107279,0
107286,6
107289,5
107290,3
107299,2
107303,0
107304,1
107307,9
107313,1
107315,0
107316,8
107317,5
107320,1
107322,5
107330,0
107332,0
107340,3
107341,0
107342,4
107343,3
107357,5
107361,0
107363,1
107370,5
107375,8
107377,3
107378,5
107393,8
107395,0
107397,6
107398,8
107399,2
107402,3
107403,3
107417,5
107419,4
107424,3
107429,6
107435,2
107444,0
107446,9
107450,5
107451,9
107458,8
107471,2
107479,7
107481,2
107484,9
107487,8
107490,5
107492,3
107494,3
107503,9
107504,2
107506,0
107508,0
107519,5
107521,2
107522,0
107526,2
107537,8
107538,5
107540,3
107541,5
107549,3
107550,3
107551,5
107554,7
107563,8
107566,9
107567,5
107568,6
107574,5
107575,8
107585,7
107589,5
107590,3
107591,3
107596,4
107601,3
107611,5
107616,2
107618,3
107619,7
107622,2
107624,2
107627,7
107629,5
107633,5
107636,3
107637,9
107639,8
107642,5
107647,2
107651,8
107652,0
107653,8
107663,2
107666,0
107667,3
107671,3
107672,5
107676,7
107690,3
107695,3
107696,2
107699,8
107706,3
107712,7
107721,1
107722,9
107733,5
107735,5
107741,8
107742,3
107746,1
107748,6
107749,2
107752,3
107754,9
107756,9
107760,3
107765,7
107766,7
107768,7
107771,4
107774,6
107775,7
107776,9
107778,0
107780,6
107783,7
107796,5
107797,6
107800,0
107811,5
107812,5
107815,0
107818,2
107821,5
107827,9
107831,5
107832,3
107833,5
107839,5
107840,3
107843,8
107844,3
107846,2
107850,6
107852,7
107857,3
107861,9
107862,5
107865,3
107867,3
107870,0
107876,7
107878,3
107882,1
107885,5
107886,5
107887,8
107889,3
107899,4
107905,2
107907,4
107909,5
107912,8
107913,7
107919,0
107921,1
107922,5
107930,2
107931,8
107937,0
107943,5
107947,6
107948,9
107949,2
107952,0
107955,5
107961,5
107963,8
107989,9
107990,8
107993,2
107997,0
108010,9
108016,9
108017,3
108030,7
108033,7
108034,8
108035,0
108040,2
108047,3
108050,2
108053,8
108054,0
108056,5
108063,3
108065,6
108070,1
108073,5
108078,1
108081,0
108084,0
108086,3
108090,3
108097,3
108098,1
108103,5
108107,9
108110,0
108111,5
108114,8
108115,0
108121,6
108129,0
108131,1
108136,9
108143,7
108145,0
108151,0
108153,3
108154,9
108157,6
108161,9
108168,9
108171,5
108173,8
108178,2
108179,2
108181,9
108184,6
108192,3
108193,0
108197,9
108201,6
108202,7
108203,8
108206,5
108210,2
108213,6
108215,5
108220,6
108221,5
108222,0
108227,8
108229,3
108237,7
108242,5
108256,8
108257,0
108258,7
108264,5
108265,6
108267,8
108278,0
108280,7
108283,7
108284,9
108287,2
108289,0
108290,3
108291,5
108293,5
108294,3
108302,5
108310,5
108312,0
108315,5
108329,0
108332,7
108335,3
108336,1
108345,3
108348,2
108352,3
108353,2
108354,6
108364,6
108366,8
108370,8
108371,9
108374,2
108375,3
108377,8
108380,3
108390,3
108393,5
108398,3
108403,1
108409,0
108418,9
108419,3
108420,8
108431,8
108432,7
108435,5
108438,0
108440,5
108448,2
108450,3
108451,5
108454,6
108463,5
108466,6
108467,9
108470,7
108474,9
108476,0
108477,6
108479,2
108482,3
108483,6
108500,3
108501,5
108508,0
108510,5
108511,3
108512,5
108516,9
108521,6
108524,3
108530,8
108534,8
108536,5
108539,5
108551,1
108559,6
108560,5
108561,8
108562,3
108564,2
108566,3
108572,3
108573,5
108589,9
108590,2
108592,0
108595,5
108599,0
108603,7
108606,8
108611,1
108616,0
108619,5
108621,2
108627,6
108633,0
108636,6
108640,7
108642,1
108651,6
108656,7
108660,3
108662,5
108665,6
108667,5
108668,5
108671,3
108674,3
108688,8
108691,2
108697,5
108700,1
108708,2
108714,5
108717,9
108727,1
108734,5
108735,6
108738,1
108751,5
108757,2
108759,5
108776,4
108777,4
108779,8
108791,0
108798,5
108804,7
108806,3
108813,5
108820,8
108821,3
108826,7
108836,7
108838,2
108842,9
108847,6
108848,5
108855,3
108857,0
108862,7
108866,5
108868,2
108880,2
108883,7
108889,7
108893,0
108901,1
108915,5
108919,5
108920,3
108923,8
108926,8
108927,3
108932,5
108941,2
108945,0
108949,8
108950,1
108954,8
108960,3
108966,3
108970,1
108983,5
108984,3
108988,3
109003,0
109014,1
109015,5
109025,9
109027,7
109028,8
109029,5
109030,3
109035,1
109039,3
109047,8
109048,7
109049,8
109060,1
109063,5
109069,2
109072,7
109073,8
109076,2
109079,9
109086,3
109106,0
109109,5
109112,5
109113,3
109114,8
109118,6
109120,3
109151,7
109154,8
109155,0
109158,9
109162,8
109167,8
109176,6
109180,9
109183,8
109188,7
109191,3
109214,6
109215,3
109221,3
109222,9
109228,7
109232,4
109234,2
109240,3
109246,5
109248,5
109249,3
109250,3
109251,9
109256,0
109259,3
109268,8
109269,5
109274,8
109275,7
109278,5
109280,1
109283,4
109286,0
109291,7
109300,6
109309,1
109314,0
109320,9
109322,0
109328,7
109339,3
109348,7
109356,5
109360,0
109366,2
109367,8
109369,6
109373,5
109380,5
109388,4
109396,4
109397,2
109399,2
109402,3
109410,2
109411,2
109412,2
109413,1
109421,3
109430,3
109432,8
109434,7
109438,3
109441,2
109444,9
109456,6
109458,0
109461,7
109462,5
109467,5
109474,2
109495,5
109503,5
109507,0
109521,2
109523,0
109525,2
109534,5
109539,7
109542,0
109548,8
109553,0
109556,2
109564,5
109571,5
109573,5
109579,8
109581,8
109584,9
109585,3
109587,7
109588,0
109589,4
109597,5
109600,3
109607,5
109609,5
109611,6
109614,3
109618,8
109619,5
109620,0
109624,7
109626,0
109629,3
109631,0
109632,3
109638,9
109639,7
109649,8
109655,3
109656,6
109657,5
109663,2
109667,8
109677,7
109678,8
109685,0
109686,2
109687,7
109696,2
109699,8
109702,9
109713,6
109715,0
109725,6
109727,8
109729,5
109733,2
109735,0
109737,8
109742,9
109751,8
109753,5
109754,5
109758,2
109763,3
109768,7
109769,7
109775,6
109782,5
109785,1
109786,9
109788,6
109791,9
109792,1
109799,8
109803,0
109809,1
109811,0
109812,0
109813,5
109817,4
109819,5
109822,5
109824,2
109827,0
109834,7
109838,0
109841,7
109848,7
109852,8
109853,3
109860,2
109861,1
109874,0
109877,8
109883,5
109887,8
109893,2
109898,0
109900,8
109902,6
109903,3
109904,0
109906,3
109916,5
109917,6
109921,9
109924,0
109925,2
109929,2
109934,3
109937,5
109938,7
109943,9
109944,5
109946,6
109949,8
109951,7
109952,9
109957,0
109962,3
109963,3
109964,0
109965,6
109969,9
109979,7
109983,9
109984,5
109989,4
109990,7
109993,9
110001,0
110013,3
110014,8
110015,2
110019,1
110021,8
110024,5
110028,2
110037,3
110038,5
110042,0
110045,0
110046,0
110054,3
110065,3
110066,9
110070,0
110071,6
110072,3
110082,5
110083,3
110091,9
110092,0
110099,0
110100,2
110108,8
110115,7
110123,5
110128,9
110129,5
110134,0
110135,3
110141,6
110142,3
110147,2
110149,3
110154,9
110155,5
110160,6
110164,5
110169,3
110170,6
110173,0
110179,3
110180,5
110181,0
110186,4
110187,2
110188,2
110189,3
110191,0
110201,3
110207,8
110208,8
110216,5
110218,9
110221,1
110222,5
110225,9
110227,0
110229,0
110230,8
110237,3
110240,2
110249,8
110251,9
110253,7
110255,2
110259,5
110265,3
110270,7
110278,7
110284,8
110285,2
110292,5
110296,8
110302,3
110306,9
110308,2
110309,0
110312,9
110314,5
110315,9
110321,5
110325,8
110329,8
110331,0
110332,9
110341,5
110348,2
110353,2
110354,0
110360,0
110361,9
110362,2
110363,7
110367,2
110370,5
110376,2
110383,3
110386,0
110387,0
110394,3
110401,0
110405,0
110409,0
110410,3
110412,7
110426,1
110432,7
110435,5
110437,6
110441,7
110449,5
110453,8
110455,7
110462,2
110465,4
110472,7
110473,2
110476,8
110482,5
110483,5
110490,6
110492,7
110499,9
110504,3
110507,1
110510,1
110516,3
110517,8
110518,8
110521,8
110531,0
110532,7
110538,8
110546,6
110549,9
110551,3
110552,2
110554,3
110556,2
110567,5
110576,2
110579,3
110580,5
110584,8
110593,7
110594,3
110596,5
110600,8
110607,5
110609,3
110620,9
110623,0
110628,0
110631,7
110632,5
110633,1
110639,9
110644,3
110648,0
