uniqueID,classID
1,2
9,8
10,2
14,3
16,6
24,4
25,2
26,8
28,5
34,6
35,6
36,7
40,5
42,3
49,3
51,3
54,4
56,5
61,8
63,3
64,1
67,2
79,2
80,5
82,7
87,3
98,3
107,2
110,7
112,2
113,3
115,4
116,4
117,7
119,7
125,8
126,2
129,8
133,3
134,0
136,2
140,4
147,2
148,2
150,8
152,7
156,3
166,8
167,1
171,2
172,2
177,5
178,7
181,3
188,2
193,6
194,8
201,8
203,9
209,8
210,3
217,4
218,9
224,3
225,4
228,9
233,9
234,3
239,3
242,2
244,3
247,2
255,0
260,3
262,3
264,7
271,2
285,8
288,8
290,3
294,2
303,8
304,3
306,5
307,7
308,3
314,2
319,8
320,9
323,4
325,2
328,6
330,7
335,2
336,3
338,3
341,2
342,8
353,8
354,8
357,7
359,2
368,9
373,6
379,7
385,2
387,3
391,3
393,9
396,7
399,9
400,5
404,9
410,8
415,4
418,3
419,3
427,1
428,3
431,7
433,2
436,5
438,3
441,3
442,6
443,9
444,3
445,7
447,6
448,5
453,6
462,7
465,5
467,2
470,8
476,8
482,4
483,8
497,3
500,6
505,5
511,6
520,2
527,3
528,8
530,2
532,2
536,9
544,9
545,7
546,7
547,8
548,3
549,2
550,3
553,2
555,2
560,7
564,3
566,7
570,5
578,7
581,7
583,7
588,2
592,7
600,3
604,3
607,9
608,2
609,8
610,4
613,1
620,0
622,3
625,3
626,7
629,5
631,8
638,2
640,2
645,6
649,7
655,3
661,3
662,3
664,8
667,7
668,3
671,6
681,5
682,3
684,3
686,5
692,7
694,3
696,8
699,3
704,6
705,8
707,6
709,3
712,2
713,9
714,7
716,3
717,6
721,3
722,4
729,3
734,4
741,5
742,7
746,2
747,9
750,7
752,8
755,5
758,2
760,2
761,8
762,6
764,2
766,1
767,5
775,5
784,3
785,4
786,0
792,8
796,2
798,3
805,3
808,9
822,2
827,5
828,4
831,3
832,3
838,3
842,2
847,8
850,6
852,3
854,9
859,8
860,3
861,8
862,2
863,8
871,6
873,5
875,2
876,2
877,5
884,2
887,8
890,2
895,7
897,9
899,7
904,8
906,2
908,0
919,3
930,2
932,3
934,3
937,8
942,0
951,3
952,5
958,7
961,1
963,8
967,8
970,2
984,2
986,9
987,1
988,7
989,9
995,5
999,5
1000,9
1001,2
1003,8
1005,4
1007,2
1008,6
1010,3
1014,7
1016,5
1017,3
1018,3
1027,5
1037,2
1038,3
1039,5
1043,3
1047,9
1048,8
1050,6
1051,8
1052,2
1058,9
1067,8
1072,2
1080,8
1082,5
1083,6
1084,7
1085,3
1093,8
1101,4
1102,8
1106,2
1107,3
1109,2
1113,5
1114,1
1115,5
1118,3
1121,8
1123,2
1126,2
1136,3
1137,3
1140,4
1141,3
1146,3
1147,8
1148,2
1152,6
1156,2
1159,2
1160,5
1163,8
1165,7
1167,3
1168,3
1171,8
1173,3
1174,8
1177,3
1178,3
1180,8
1184,3
1186,0
1188,3
1190,0
1194,2
1200,5
1212,3
1215,4
1221,2
1227,8
1228,8
1231,3
1244,3
1248,7
1250,8
1251,3
1253,2
1256,5
1259,6
1264,2
1267,2
1276,8
1281,4
1291,8
1294,2
1296,7
1298,2
1302,3
1307,8
1310,2
1322,6
1324,0
1327,3
1328,8
1331,3
1332,1
1338,3
1347,9
1352,5
1354,4
1363,3
1364,3
1385,6
1386,7
1389,2
1391,9
1393,2
1394,2
1395,8
1402,9
1405,2
1406,2
1410,3
1414,6
1418,8
1420,2
1421,7
1423,3
1424,5
1426,9
1427,5
1430,4
1431,7
1437,3
1441,9
1447,3
1448,3
1449,2
1451,2
1453,2
1459,5
1462,3
1465,4
1473,8
1474,6
1482,2
1484,8
1487,5
1491,5
1494,9
1501,3
1508,3
1509,2
1510,2
1512,6
1520,8
1522,0
1528,7
1529,3
1545,2
1550,2
1551,7
1555,3
1557,3
1564,6
1574,6
1580,8
1582,5
1588,6
1590,3
1593,2
1596,3
1597,8
1602,5
1603,8
1609,4
1610,4
1611,3
1613,9
1614,2
1615,1
1616,8
1623,3
1628,3
1637,3
1640,3
1651,2
1652,9
1656,7
1657,7
1661,3
1662,7
1668,3
1670,9
1672,3
1680,3
1689,3
1699,7
1704,6
1713,3
1714,6
1716,3
1722,3
1723,7
1733,5
1742,3
1749,3
1755,5
1756,4
1757,2
1758,0
1766,4
1767,7
1768,0
1770,2
1773,5
1778,2
1786,2
1788,4
1789,2
1818,5
1819,3
1824,3
1825,9
1830,8
1832,6
1833,3
1839,3
1843,2
1846,2
1849,7
1851,3
1852,2
1853,4
1854,5
1855,8
1856,6
1857,6
1858,2
1865,9
1868,7
1869,3
1876,2
1878,3
1880,8
1887,7
1889,8
1890,9
1892,3
1894,3
1895,8
1897,2
1901,2
1903,7
1904,6
1914,2
1918,6
1931,6
1933,3
1936,6
1940,6
1942,5
1946,2
1952,7
1953,3
1960,1
1962,9
1966,9
1975,5
1980,3
1982,3
1985,5
1987,3
1994,8
1995,6
1998,4
2007,5
2009,3
2013,3
2014,8
2019,8
2028,2
2036,0
2047,8
2054,2
2055,2
2057,9
2063,3
2070,9
2074,6
2079,3
2083,6
2084,3
2085,2
2087,3
2091,9
2094,3
2100,9
2101,6
2105,6
2108,3
2118,7
2120,4
2124,5
2127,3
2129,0
2131,5
2133,3
2135,8
2140,9
2141,3
2143,7
2148,5
2150,5
2152,5
2154,5
2160,8
2166,3
2167,3
2168,5
2171,9
2172,3
2179,7
2182,3
2183,9
2187,8
2199,9
2202,2
2210,3
2216,2
2217,8
2221,8
2227,5
2235,2
2239,3
2240,9
2241,3
2243,2
2246,6
2248,8
2256,3
2257,3
2263,6
2266,4
2278,2
2280,3
2288,9
2302,3
2303,0
2304,8
2309,8
2313,5
2314,0
2315,4
2319,8
2320,3
2328,8
2329,3
2337,3
2338,3
2342,2
2345,2
2358,2
2360,2
2361,2
2372,7
2375,3
2378,7
2382,3
2384,5
2387,3
2388,0
2390,2
2394,3
2397,6
2399,3
2405,2
2406,7
2407,1
2414,3
2415,2
2417,5
2420,3
2423,5
2426,3
2427,7
2428,6
2436,3
2437,3
2438,6
2439,5
2440,2
2443,5
2448,5
2449,2
2456,7
2473,6
2475,8
2476,7
2478,8
2480,3
2485,2
2488,3
2489,8
2491,4
2498,7
2504,8
2505,9
2506,7
2511,6
2513,0
2514,9
2526,4
2533,6
2539,4
2540,2
2541,3
2542,8
2543,9
2548,3
2554,9
2559,6
2565,7
2569,8
2570,3
2571,0
2572,3
2575,2
2580,7
2586,6
2594,7
2595,3
2596,2
2602,8
2614,3
2615,3
2623,3
2624,5
2627,7
2628,2
2635,3
2637,4
2644,3
2647,6
2648,7
2653,3
2657,8
2660,6
2662,2
2672,3
2678,5
2679,6
2680,3
2688,6
2689,3
2690,3
2693,3
2696,3
2697,3
2703,7
2707,4
2708,4
2710,3
2723,6
2729,9
2731,4
2732,9
2733,5
2736,9
2740,9
2752,5
2753,5
2755,4
2756,2
2758,7
2760,6
2761,3
2766,1
2770,8
2775,6
2779,3
2782,6
2785,2
2791,3
2794,3
2800,6
2802,8
2805,3
2807,3
2808,2
2813,5
2823,8
2826,0
2827,3
2828,3
2831,0
2835,8
2840,3
2846,8
2847,9
2849,7
2852,2
2853,7
2854,3
2855,3
2856,4
2857,3
2863,2
2864,6
2879,2
2880,3
2893,3
2905,9
2906,4
2909,3
2911,3
2919,7
2920,0
2922,2
2926,5
2927,7
2929,8
2932,2
2933,8
2944,2
2946,2
2962,8
2964,8
2965,2
2969,8
2970,7
2972,1
2982,6
2992,6
2994,8
2998,3
3001,3
3006,3
3007,3
3009,3
3015,3
3018,2
3019,3
3025,7
3039,3
3075,5
3077,1
3084,6
3088,2
3094,5
3095,4
3108,9
3110,9
3111,3
3126,3
3136,5
3138,5
3141,9
3143,2
3146,7
3150,4
3155,2
3156,1
3158,7
3161,3
3164,3
3165,2
3166,8
3169,3
3175,6
3178,3
3184,6
3202,8
3207,2
3213,8
3214,3
3217,2
3224,8
3228,2
3232,3
3233,3
3237,5
3238,6
3245,3
3248,8
3253,6
3263,8
3270,1
3271,7
3274,7
3277,9
3278,8
3293,9
3295,3
3299,3
3300,6
3304,8
3307,7
3322,7
3326,8
3331,8
3334,6
3335,5
3337,7
3343,2
3353,2
3357,3
3360,6
3363,3
3364,2
3369,3
